DateOfCrash,LocationCity,LocationLatitude,LocationLongitude,WeatherCondition1,FirstHarmfulEvent,MostHarmfulEvent,RoadFeature,TrafficControlType,Crash_Date_Hour,Crash_Date_DOW,Crash_Date_Month,Crash_Date_Year,killed,type_a_injury,type_b_injury,type_c_injury,no_injury
2016-07-14 19:07:18,Raleigh,57.15129115884970,-67.76681324768030,Rain,No Crash,None,Urban Road,Normal Flow,19,Thursday,July,2016,0,0,0,0,1
2015-03-22 14:33:36,Raleigh,71.2924284656041,-55.232306566014600,Clouds,No Crash,None,Urban Road,Normal Flow,14,Sunday,March,2015,0,0,0,0,1
2016-08-16 12:28:49,Raleigh,35.34348522615470,-49.82516945911490,Rain,No Crash,None,Urban Road,Normal Flow,12,Tuesday,August,2016,0,0,0,0,1
2017-09-02 04:24:38,Raleigh,51.8283874483924,-8.092978005947130,Clouds,No Crash,None,Urban Road,Normal Flow,4,Saturday,September,2017,0,0,0,0,1
2017-09-25 20:20:43,Raleigh,14.35441968335270,-65.22927756008340,Clear,No Crash,None,Urban Road,Normal Flow,20,Monday,September,2017,0,0,0,0,1
2015-04-28 08:38:57,Raleigh,1.7518068075854100,-38.004876239935900,Clouds,No Crash,None,Urban Road,Normal Flow,8,Tuesday,April,2015,0,0,0,0,1
2016-04-10 10:47:03,Raleigh,36.326285343900500,-42.51014208373380,Rain,No Crash,None,Urban Road,Normal Flow,10,Sunday,April,2016,0,0,0,0,1
2015-03-10 08:26:21,Raleigh,56.60174440143500,-88.57174275846110,Rain,No Crash,None,Urban Road,Normal Flow,8,Tuesday,March,2015,0,0,0,0,1
2016-06-23 11:05:06,Raleigh,66.6610012057617,-80.24978707046720,Clouds,No Crash,None,Urban Road,Normal Flow,11,Thursday,June,2016,0,0,0,0,1
2015-03-04 10:53:57,Raleigh,49.474238168414600,-16.65293262521010,Clear,No Crash,None,Urban Road,Normal Flow,10,Wednesday,March,2015,0,0,0,0,1
2017-03-13 19:59:08,Raleigh,0.04171110610625340,-1.9065223466288000,Clouds,No Crash,None,Urban Road,Normal Flow,19,Monday,March,2017,0,0,0,0,1
2015-01-25 12:33:49,Raleigh,41.05690750509750,-30.49349845396060,Clouds,No Crash,None,Urban Road,Normal Flow,12,Sunday,January,2015,0,0,0,0,1
2017-03-26 19:56:00,Raleigh,77.7646073138809,-14.042873791173000,Clouds,No Crash,None,Urban Road,Normal Flow,19,Sunday,March,2017,0,0,0,0,1
2016-08-09 23:14:38,Raleigh,12.628584981312800,-46.631151369271500,Clouds,No Crash,None,Urban Road,Normal Flow,23,Tuesday,August,2016,0,0,0,0,1
2017-08-30 22:29:01,Raleigh,77.07667606056430,-67.45764224229370,Clouds,No Crash,None,Urban Road,Normal Flow,22,Wednesday,August,2017,0,0,0,0,1
2015-02-24 03:26:59,Raleigh,2.084200265649170,-73.6830899075041,Clouds,No Crash,None,Urban Road,Normal Flow,3,Tuesday,February,2015,0,0,0,0,1
2015-09-22 16:56:35,Raleigh,34.54560476101340,-34.63607818358070,Clear,No Crash,None,Urban Road,Normal Flow,16,Tuesday,September,2015,0,0,0,0,1
2016-12-18 21:17:02,Raleigh,68.80445845328010,-64.48846888038580,Clouds,No Crash,None,Urban Road,Normal Flow,21,Sunday,December,2016,0,0,0,0,1
2015-11-07 22:19:16,Raleigh,33.87937315487700,-36.336842709686000,Clear,No Crash,None,Urban Road,Normal Flow,22,Saturday,November,2015,0,0,0,0,1
2016-11-23 10:11:29,Raleigh,56.60460009943830,-7.605522260518540,Clouds,No Crash,None,Urban Road,Normal Flow,10,Wednesday,November,2016,0,0,0,0,1
2015-06-29 16:20:55,Raleigh,37.255772546554700,-58.042248881206800,Rain,No Crash,None,Urban Road,Normal Flow,16,Monday,June,2015,0,0,0,0,1
2015-11-26 22:38:19,Raleigh,22.162173474127300,-24.724914393404300,Clear,No Crash,None,Urban Road,Normal Flow,22,Thursday,November,2015,0,0,0,0,1
2015-02-18 23:49:18,Raleigh,55.052534781786100,-18.559202055004400,Rain,No Crash,None,Urban Road,Normal Flow,23,Wednesday,February,2015,0,0,0,0,1
2017-01-31 00:39:37,Raleigh,3.3891622982169100,-70.83930361214030,Rain,No Crash,None,Urban Road,Normal Flow,0,Tuesday,January,2017,0,0,0,0,1
2015-03-13 21:32:05,Raleigh,6.597650104418220,-72.41177689579000,Clouds,No Crash,None,Urban Road,Normal Flow,21,Friday,March,2015,0,0,0,0,1
2015-05-06 09:09:16,Raleigh,17.612713084964800,-72.68725803606700,Clouds,No Crash,None,Urban Road,Normal Flow,9,Wednesday,May,2015,0,0,0,0,1
2015-03-06 23:18:50,Raleigh,63.93402744046000,-47.32073386200040,Clouds,No Crash,None,Urban Road,Normal Flow,23,Friday,March,2015,0,0,0,0,1
2016-06-11 03:23:11,Raleigh,79.27314546768770,-4.07306677147254,Snow,No Crash,None,Urban Road,Normal Flow,3,Saturday,June,2016,0,0,0,0,1
2016-06-14 22:52:45,Raleigh,77.7583596359303,-27.429481139066500,Clouds,No Crash,None,Urban Road,Normal Flow,22,Tuesday,June,2016,0,0,0,0,1
2015-10-12 06:58:44,Raleigh,23.9919761527281,-43.84049685622770,Clouds,No Crash,None,Urban Road,Normal Flow,6,Monday,October,2015,0,0,0,0,1
2017-01-22 16:46:11,Raleigh,67.42800748051240,-81.03774476156720,Clouds,No Crash,None,Urban Road,Normal Flow,16,Sunday,January,2017,0,0,0,0,1
2017-05-03 22:26:27,Raleigh,21.5675957660075,-19.810506216587400,Clear,No Crash,None,Urban Road,Normal Flow,22,Wednesday,May,2017,0,0,0,0,1
2017-06-05 20:59:06,Raleigh,55.49083592048350,-60.18715338302620,Clouds,No Crash,None,Urban Road,Normal Flow,20,Monday,June,2017,0,0,0,0,1
2017-10-01 18:39:53,Raleigh,73.95773697104810,-6.471191425823900,Clouds,No Crash,None,Urban Road,Normal Flow,18,Sunday,October,2017,0,0,0,0,1
2015-04-16 02:52:51,Raleigh,67.91023390787550,-77.93953703035320,Clouds,No Crash,None,Urban Road,Normal Flow,2,Thursday,April,2015,0,0,0,0,1
2015-10-22 14:38:33,Raleigh,63.31206722436730,-8.64260397130343,Clouds,No Crash,None,Urban Road,Normal Flow,14,Thursday,October,2015,0,0,0,0,1
2017-01-18 13:39:41,Raleigh,11.960081140345900,-46.36906594793660,Clouds,No Crash,None,Urban Road,Normal Flow,13,Wednesday,January,2017,0,0,0,0,1
2016-07-04 23:28:29,Raleigh,15.183348134738600,-23.502132318977900,Clouds,No Crash,None,Urban Road,Normal Flow,23,Monday,July,2016,0,0,0,0,1
2017-06-09 23:52:20,Raleigh,78.50337787757880,-38.89671567580260,Clouds,No Crash,None,Urban Road,Normal Flow,23,Friday,June,2017,0,0,0,0,1
2016-08-18 06:15:36,Raleigh,32.78068983603110,-52.28682929843150,Rain,No Crash,None,Urban Road,Normal Flow,6,Thursday,August,2016,0,0,0,0,1
2017-02-11 13:51:01,Raleigh,6.4613161282643700,-21.752763876958700,Rain,No Crash,None,Urban Road,Normal Flow,13,Saturday,February,2017,0,0,0,0,1
2017-08-12 02:35:44,Raleigh,12.624080149180500,-84.85118447357940,Rain,No Crash,None,Urban Road,Normal Flow,2,Saturday,August,2017,0,0,0,0,1
2015-11-06 06:12:58,Raleigh,35.204582617725100,-35.98108090178470,Clear,No Crash,None,Urban Road,Normal Flow,6,Friday,November,2015,0,0,0,0,1
2015-02-16 20:26:38,Raleigh,18.055555489715500,-85.986731672759,Clouds,No Crash,None,Urban Road,Normal Flow,20,Monday,February,2015,0,0,0,0,1
2017-05-10 18:31:25,Raleigh,70.07061194230860,-75.68467668610240,Clouds,No Crash,None,Urban Road,Normal Flow,18,Wednesday,May,2017,0,0,0,0,1
2017-03-12 06:00:12,Raleigh,32.71190877066000,-15.751875737531600,Clouds,No Crash,None,Urban Road,Normal Flow,6,Sunday,March,2017,0,0,0,0,1
2015-12-23 12:24:30,Raleigh,1.2069329546805700,-64.70250170269200,Clouds,No Crash,None,Urban Road,Normal Flow,12,Wednesday,December,2015,0,0,0,0,1
2017-05-07 16:59:15,Raleigh,11.064379136040800,-53.45014702721170,Rain,No Crash,None,Urban Road,Normal Flow,16,Sunday,May,2017,0,0,0,0,1
2015-06-09 11:13:28,Raleigh,0.777898883461238,-37.8709966509329,Clouds,No Crash,None,Urban Road,Normal Flow,11,Tuesday,June,2015,0,0,0,0,1
2017-05-22 15:48:22,Raleigh,30.256304624801700,-23.140174856838800,Clouds,No Crash,None,Urban Road,Normal Flow,15,Monday,May,2017,0,0,0,0,1
2016-07-13 11:32:33,Raleigh,20.703715815072800,-14.894070650253300,Clouds,No Crash,None,Urban Road,Normal Flow,11,Wednesday,July,2016,0,0,0,0,1
2017-06-29 11:21:44,Raleigh,57.21111344394210,-27.193663499359800,Clouds,No Crash,None,Urban Road,Normal Flow,11,Thursday,June,2017,0,0,0,0,1
2016-09-26 17:01:10,Raleigh,72.55042703139490,-20.403783716591700,Clouds,No Crash,None,Urban Road,Normal Flow,17,Monday,September,2016,0,0,0,0,1
2017-01-09 18:21:45,Raleigh,30.52215294503520,-38.59701931501360,Clear,No Crash,None,Urban Road,Normal Flow,18,Monday,January,2017,0,0,0,0,1
2016-03-28 11:57:16,Raleigh,17.731032238130200,-51.093100241646900,Clouds,No Crash,None,Urban Road,Normal Flow,11,Monday,March,2016,0,0,0,0,1
2017-07-22 19:56:20,Raleigh,40.65926799269040,-11.446192519925100,Clouds,No Crash,None,Urban Road,Normal Flow,19,Saturday,July,2017,0,0,0,0,1
2016-01-30 00:04:45,Raleigh,22.117096078254300,-18.155787832025300,Clouds,No Crash,None,Urban Road,Normal Flow,0,Saturday,January,2016,0,0,0,0,1
2017-06-02 02:53:09,Raleigh,41.4590878678457,-74.49874712006770,Clouds,No Crash,None,Urban Road,Normal Flow,2,Friday,June,2017,0,0,0,0,1
2016-05-03 14:49:31,Raleigh,44.10880025947220,-52.99719286204860,Clouds,No Crash,None,Urban Road,Normal Flow,14,Tuesday,May,2016,0,0,0,0,1
2015-08-24 02:34:35,Raleigh,64.47803974787640,-3.1498018425605500,Clouds,No Crash,None,Urban Road,Normal Flow,2,Monday,August,2015,0,0,0,0,1
2016-09-22 05:34:00,Raleigh,47.030459820485900,-64.1186800423575,Clouds,No Crash,None,Urban Road,Normal Flow,5,Thursday,September,2016,0,0,0,0,1
2016-11-08 20:46:14,Raleigh,48.54140517709030,-6.354424141364350,Clouds,No Crash,None,Urban Road,Normal Flow,20,Tuesday,November,2016,0,0,0,0,1
2016-10-13 16:42:40,Raleigh,25.955622077142200,-27.689769723659900,Clouds,No Crash,None,Urban Road,Normal Flow,16,Thursday,October,2016,0,0,0,0,1
2015-10-12 10:55:52,Raleigh,69.40012579763540,-0.9568663682375130,Clouds,No Crash,None,Urban Road,Normal Flow,10,Monday,October,2015,0,0,0,0,1
2015-08-06 13:15:47,Raleigh,53.895021945453600,-36.91056543606540,Clouds,No Crash,None,Urban Road,Normal Flow,13,Thursday,August,2015,0,0,0,0,1
2017-09-08 15:25:27,Raleigh,79.03853358182850,-26.5261913574313,Clouds,No Crash,None,Urban Road,Normal Flow,15,Friday,September,2017,0,0,0,0,1
2016-11-24 20:25:42,Raleigh,39.38428790265520,-64.96016755015800,Clouds,No Crash,None,Urban Road,Normal Flow,20,Thursday,November,2016,0,0,0,0,1
2016-02-25 06:41:33,Raleigh,36.485553513975500,-64.17999557820120,Clouds,No Crash,None,Urban Road,Normal Flow,6,Thursday,February,2016,0,0,0,0,1
2017-04-21 01:30:13,Raleigh,51.72348064800400,-78.28959178204740,Clouds,No Crash,None,Urban Road,Normal Flow,1,Friday,April,2017,0,0,0,0,1
2017-03-27 04:52:48,Raleigh,45.06468015830650,-32.551609200178500,Clear,No Crash,None,Urban Road,Normal Flow,4,Monday,March,2017,0,0,0,0,1
2016-12-19 10:34:47,Raleigh,4.6821572596956,-53.526822727286300,Clouds,No Crash,None,Urban Road,Normal Flow,10,Monday,December,2016,0,0,0,0,1
2016-09-29 05:16:54,Raleigh,37.27055896389360,-59.1533896647623,Rain,No Crash,None,Urban Road,Normal Flow,5,Thursday,September,2016,0,0,0,0,1
2016-08-01 01:37:18,Raleigh,29.267656536528400,-50.10582309611160,Clouds,No Crash,None,Urban Road,Normal Flow,1,Monday,August,2016,0,0,0,0,1
2016-10-12 03:53:39,Raleigh,71.44721541058740,-81.90239049654370,Clouds,No Crash,None,Urban Road,Normal Flow,3,Wednesday,October,2016,0,0,0,0,1
2015-12-12 13:49:09,Raleigh,46.67797750881110,-33.88439998442710,Clouds,No Crash,None,Urban Road,Normal Flow,13,Saturday,December,2015,0,0,0,0,1
2015-10-10 07:23:10,Raleigh,35.39152461301220,-23.37235220967080,Clouds,No Crash,None,Urban Road,Normal Flow,7,Saturday,October,2015,0,0,0,0,1
2016-12-15 18:49:01,Raleigh,3.9931914057526000,-19.52052919548810,Clear,No Crash,None,Urban Road,Normal Flow,18,Thursday,December,2016,0,0,0,0,1
2017-05-15 23:19:01,Raleigh,24.9634825057794,-45.96065247573810,Clouds,No Crash,None,Urban Road,Normal Flow,23,Monday,May,2017,0,0,0,0,1
2016-01-12 13:06:58,Raleigh,3.3362755535221300,-49.241604541292400,Clear,No Crash,None,Urban Road,Normal Flow,13,Tuesday,January,2016,0,0,0,0,1
2017-07-30 01:33:10,Raleigh,17.362740903093300,-31.95009835733350,Clouds,No Crash,None,Urban Road,Normal Flow,1,Sunday,July,2017,0,0,0,0,1
2016-05-24 10:48:48,Raleigh,31.977722001589800,-70.33018085645750,Clouds,No Crash,None,Urban Road,Normal Flow,10,Tuesday,May,2016,0,0,0,0,1
2015-03-04 18:05:57,Raleigh,12.95544103896560,-52.501102427753800,Clouds,No Crash,None,Urban Road,Normal Flow,18,Wednesday,March,2015,0,0,0,0,1
2017-05-24 20:30:30,Raleigh,41.16484955146430,-17.666446239486600,Clouds,No Crash,None,Urban Road,Normal Flow,20,Wednesday,May,2017,0,0,0,0,1
2016-11-12 08:11:50,Raleigh,26.272140160114800,-54.50071882993890,Clear,No Crash,None,Urban Road,Normal Flow,8,Saturday,November,2016,0,0,0,0,1
2016-09-19 17:42:52,Raleigh,13.922163571246300,-90.38684141874380,Clouds,No Crash,None,Urban Road,Normal Flow,17,Monday,September,2016,0,0,0,0,1
2016-08-16 20:39:17,Raleigh,46.3268694187422,-53.556469711183600,Rain,No Crash,None,Urban Road,Normal Flow,20,Tuesday,August,2016,0,0,0,0,1
2015-05-16 20:25:13,Raleigh,77.01091154631820,-89.26823570614300,Clouds,No Crash,None,Urban Road,Normal Flow,20,Saturday,May,2015,0,0,0,0,1
2015-02-08 02:02:21,Raleigh,74.38827482316860,-7.550525462407390,Clouds,No Crash,None,Urban Road,Normal Flow,2,Sunday,February,2015,0,0,0,0,1
2017-04-26 02:20:50,Raleigh,10.30032427695750,-51.041366316773800,Clouds,No Crash,None,Urban Road,Normal Flow,2,Wednesday,April,2017,0,0,0,0,1
2016-07-14 15:02:12,Raleigh,33.201108860103800,-66.4125380661184,Clouds,No Crash,None,Urban Road,Normal Flow,15,Thursday,July,2016,0,0,0,0,1
2016-02-23 22:28:59,Raleigh,38.976779528723300,-23.841981440061000,Clouds,No Crash,None,Urban Road,Normal Flow,22,Tuesday,February,2016,0,0,0,0,1
2017-07-05 10:34:54,Raleigh,49.785093644543800,-84.36296123835970,Clouds,No Crash,None,Urban Road,Normal Flow,10,Wednesday,July,2017,0,0,0,0,1
2016-06-26 22:58:07,Raleigh,40.36212642015710,-73.35964693503490,Clouds,No Crash,None,Urban Road,Normal Flow,22,Sunday,June,2016,0,0,0,0,1
2016-10-16 07:56:59,Raleigh,72.32766705415930,-82.0531652476639,Snow,No Crash,None,Urban Road,Normal Flow,7,Sunday,October,2016,0,0,0,0,1
2017-04-06 20:05:54,Raleigh,23.115459992392900,-82.55113904856170,Clouds,No Crash,None,Urban Road,Normal Flow,20,Thursday,April,2017,0,0,0,0,1
2015-11-17 02:25:11,Raleigh,8.22764157663442,-32.96796535572570,Clouds,No Crash,None,Urban Road,Normal Flow,2,Tuesday,November,2015,0,0,0,0,1
2015-12-26 18:53:12,Raleigh,59.34240557934370,-75.11347791953700,Rain,No Crash,None,Urban Road,Normal Flow,18,Saturday,December,2015,0,0,0,0,1
2016-06-21 07:40:16,Raleigh,26.973527654224000,-82.42645998017960,Clear,No Crash,None,Urban Road,Normal Flow,7,Tuesday,June,2016,0,0,0,0,1
2016-02-13 07:00:47,Raleigh,2.3332878726675100,-89.45636808619990,Clouds,No Crash,None,Urban Road,Normal Flow,7,Saturday,February,2016,0,0,0,0,1
2017-01-01 05:01:00,Raleigh,50.766600585049100,-13.994780880277600,Clouds,No Crash,None,Urban Road,Normal Flow,5,Sunday,January,2017,0,0,0,0,1
2016-03-31 14:22:32,Raleigh,33.01756232036410,-23.109181461537200,Clouds,No Crash,None,Urban Road,Normal Flow,14,Thursday,March,2016,0,0,0,0,1
2016-03-24 14:50:03,Raleigh,11.179912814899500,-77.40114545981340,Clouds,No Crash,None,Urban Road,Normal Flow,14,Thursday,March,2016,0,0,0,0,1
2016-12-07 18:02:11,Raleigh,19.743513213213500,-78.44469089515290,Rain,No Crash,None,Urban Road,Normal Flow,18,Wednesday,December,2016,0,0,0,0,1
2017-03-01 03:54:06,Raleigh,44.22211907522570,-15.650133857289300,Clouds,No Crash,None,Urban Road,Normal Flow,3,Wednesday,March,2017,0,0,0,0,1
2016-11-29 22:49:55,Raleigh,26.748102459310100,-70.58660768584980,Clouds,No Crash,None,Urban Road,Normal Flow,22,Tuesday,November,2016,0,0,0,0,1
2016-08-23 02:18:53,Raleigh,35.39902774487210,-68.18972286392720,Clouds,No Crash,None,Urban Road,Normal Flow,2,Tuesday,August,2016,0,0,0,0,1
2015-07-01 02:09:43,Raleigh,33.80583815369400,-34.40355557413650,Rain,No Crash,None,Urban Road,Normal Flow,2,Wednesday,July,2015,0,0,0,0,1
2016-09-06 21:40:24,Raleigh,51.05642828691410,-76.56863018469290,Clouds,No Crash,None,Urban Road,Normal Flow,21,Tuesday,September,2016,0,0,0,0,1
2016-07-27 11:55:30,Raleigh,71.44421548264810,-18.50477896759940,Clouds,No Crash,None,Urban Road,Normal Flow,11,Wednesday,July,2016,0,0,0,0,1
2015-07-26 11:20:22,Raleigh,61.25539105745650,-85.76988031475660,Clouds,No Crash,None,Urban Road,Normal Flow,11,Sunday,July,2015,0,0,0,0,1
2016-09-14 12:21:06,Raleigh,25.56050584423620,-46.699829215684700,Clouds,No Crash,None,Urban Road,Normal Flow,12,Wednesday,September,2016,0,0,0,0,1
2015-01-21 07:13:39,Raleigh,20.369399800877800,-68.33019186289010,Clouds,No Crash,None,Urban Road,Normal Flow,7,Wednesday,January,2015,0,0,0,0,1
2015-04-08 06:16:04,Raleigh,66.57063319528500,-48.88683607031740,Clouds,No Crash,None,Urban Road,Normal Flow,6,Wednesday,April,2015,0,0,0,0,1
2016-08-29 12:14:32,Raleigh,3.457584005501180,-60.01933852055680,Clouds,No Crash,None,Urban Road,Normal Flow,12,Monday,August,2016,0,0,0,0,1
2017-07-25 11:59:39,Raleigh,78.66065748639600,-62.42343718331340,Clouds,No Crash,None,Urban Road,Normal Flow,11,Tuesday,July,2017,0,0,0,0,1
2017-02-14 04:36:24,Raleigh,0.8583374474528460,-85.88703537893520,Clouds,No Crash,None,Urban Road,Normal Flow,4,Tuesday,February,2017,0,0,0,0,1
2015-10-15 07:55:28,Raleigh,74.77175516710700,-39.33719147950750,Clouds,No Crash,None,Urban Road,Normal Flow,7,Thursday,October,2015,0,0,0,0,1
2015-06-13 16:44:52,Raleigh,24.6944289925011,-39.41477616334500,Clear,No Crash,None,Urban Road,Normal Flow,16,Saturday,June,2015,0,0,0,0,1
2015-11-27 17:30:48,Raleigh,4.689473048582950,-20.978191790135700,Rain,No Crash,None,Urban Road,Normal Flow,17,Friday,November,2015,0,0,0,0,1
2015-04-24 04:40:32,Raleigh,78.14572989525800,-74.0788630695024,Clouds,No Crash,None,Urban Road,Normal Flow,4,Friday,April,2015,0,0,0,0,1
2015-12-24 23:11:48,Raleigh,4.76799644344147,-49.245986646685800,Clouds,No Crash,None,Urban Road,Normal Flow,23,Thursday,December,2015,0,0,0,0,1
2017-06-16 21:35:18,Raleigh,37.153072923051100,-76.15713346399720,Clouds,No Crash,None,Urban Road,Normal Flow,21,Friday,June,2017,0,0,0,0,1
2015-01-26 10:45:48,Raleigh,33.93317280311670,-86.15508390053890,Clear,No Crash,None,Urban Road,Normal Flow,10,Monday,January,2015,0,0,0,0,1
2015-08-12 10:59:24,Raleigh,5.31867705814128,-57.950553479167300,Rain,No Crash,None,Urban Road,Normal Flow,10,Wednesday,August,2015,0,0,0,0,1
2017-06-22 14:09:54,Raleigh,17.238057376860700,-39.413882936318100,Clear,No Crash,None,Urban Road,Normal Flow,14,Thursday,June,2017,0,0,0,0,1
2016-10-07 02:42:38,Raleigh,72.07758979286510,-74.00259217221990,Clouds,No Crash,None,Urban Road,Normal Flow,2,Friday,October,2016,0,0,0,0,1
2015-11-23 08:29:00,Raleigh,68.9575024576497,-64.09060152738770,Clouds,No Crash,None,Urban Road,Normal Flow,8,Monday,November,2015,0,0,0,0,1
2015-10-29 09:33:47,Raleigh,4.637805535700670,-1.7511766837068200,Rain,No Crash,None,Urban Road,Normal Flow,9,Thursday,October,2015,0,0,0,0,1
2017-01-09 09:51:23,Raleigh,18.687587053039700,-23.564106998305500,Clear,No Crash,None,Urban Road,Normal Flow,9,Monday,January,2017,0,0,0,0,1
2015-06-23 01:08:05,Raleigh,44.26957491710950,-12.666649683403800,Rain,No Crash,None,Urban Road,Normal Flow,1,Tuesday,June,2015,0,0,0,0,1
2015-07-27 17:34:17,Raleigh,12.834927174216700,-42.101364726483200,Clouds,No Crash,None,Urban Road,Normal Flow,17,Monday,July,2015,0,0,0,0,1
2015-08-22 06:06:11,Raleigh,9.846153796033360,-82.41103800864340,Clouds,No Crash,None,Urban Road,Normal Flow,6,Saturday,August,2015,0,0,0,0,1
2016-04-11 05:49:08,Raleigh,29.460858898504400,-9.449341695191760,Clear,No Crash,None,Urban Road,Normal Flow,5,Monday,April,2016,0,0,0,0,1
2016-04-08 04:36:49,Raleigh,24.80970867740560,-53.9174064527899,Rain,No Crash,None,Urban Road,Normal Flow,4,Friday,April,2016,0,0,0,0,1
2016-08-29 14:35:24,Raleigh,35.06449045693160,-22.51962598116980,Clouds,No Crash,None,Urban Road,Normal Flow,14,Monday,August,2016,0,0,0,0,1
2017-08-08 19:56:12,Raleigh,67.20412812104820,-31.408756236738200,Clear,No Crash,None,Urban Road,Normal Flow,19,Tuesday,August,2017,0,0,0,0,1
2015-04-18 13:56:48,Raleigh,19.646315105803900,-18.232009822187300,Clear,No Crash,None,Urban Road,Normal Flow,13,Saturday,April,2015,0,0,0,0,1
2015-04-14 15:52:17,Raleigh,67.39511137707200,-47.486720865449100,Clouds,No Crash,None,Urban Road,Normal Flow,15,Tuesday,April,2015,0,0,0,0,1
2017-07-12 15:19:30,Raleigh,58.19008779458340,-3.7406290383213300,Clouds,No Crash,None,Urban Road,Normal Flow,15,Wednesday,July,2017,0,0,0,0,1
2015-02-13 22:10:24,Raleigh,74.83906816769500,-0.9428219628325680,Clouds,No Crash,None,Urban Road,Normal Flow,22,Friday,February,2015,0,0,0,0,1
